Unnamed: 0,Start,End,Speaker,Text
285,1:15:50,1:15:50,BUFFETT," Card carrying capitalist.   This is what you carry in your wallet.  Yeah.  And I think I think we will have some of those available at the annual meeting, too.  For our shareholders."
288,1:15:58,1:16:13,SPEAKER 1," I think Andrew's got a question that he wanted to jump in with here.  Andrew,  I was just going to follow up on that question,  Warren, which was about a year ago.  We had asked you about Michael Bloomberg and you had said that if he ever  entered the race, he was somebody you would support.  Would you support him?  Is he your candidate? "
289,1:16:14,1:16:25,BUFFETT," Well, I would say I would certainly I would certainly vote for him.  I don't think I don't think another billionaire supporting him would be the best thing to announce. "
290,1:16:26,1:16:26,SPEAKER 1," But  sure, I would I would have no trouble voting for Mike Bloomberg. And what do you think his chances are?"
293,1:16:37,1:17:40,BUFFETT," Well, I don't think I want to get into handicapping the race,  but I would say this in terms of Sanders.  I actually agree with him in terms of certain things he would  like to accomplish.  I don't agree with him in many ways.  But in terms of the fact that that  we ought to do better by the people that get left behind by our capitalist system,  I don't think we  should kill the capital system in the process.  I think we should make sure that the Golden Goose  keeps laying more eggs.  And it's worked wonderfully since 1776.  But it doesn't work as well for people  whose talents aren't really geared to a market economy.  And I don't think anybody should be left  behind by an economy that has over sixty thousand dollars of GDP per capita.  And so I'm a big fan of increasing the earned income tax credit.  And I'm I'm you  know, I think there should be some changes made.  But but if given the choice,  I wouldn't certainly vote for Mike Bloomberg as opposed to Sanders. "
294,1:17:41,1:18:01,SPEAKER 1," There is a plan.  Let's talk about some of Sanders plans.  You said you agree with some of  what his intentions are.  But let's talk about some of those actual plans.  One of those plans would be to give 20 percent of company stock to employees and put workers on the board.  What do you think about that?  That would be for any company,  public company that has more than 100 million dollars in annual revenue or 100 million dollar balance. "
295,1:18:01,1:18:06,BUFFETT," Well, I don't want to get involved in evaluating this whole plan,  but I think that would be a particularly bad idea. "
296,1:18:06,1:18:07,SPEAKER 1, Because?
297,1:18:08,1:19:28,BUFFETT," Well, I just I don't think that I don't think putting 20 percent of the capitalists out of labor unions is a good idea.  And I I think the market system works very,  very well in terms of developing more goods and services.  I mean, when you flew out here to Omaha,  if you'd flown out here and you wouldn't be able to fly in 1776,  you wouldn't have seen anything.  Everything you see is the product of a system that's worked like nothing's ever worked in the history of the world.  So I do not believe in messing up  our system of developing output.  I do believe that  that anybody is willing to work 40 hours a week and has a couple of kids should not have to have an extra second job.  And I believe in having a higher income for people,  not necessarily a higher minimum wage,  but I do not think it's at all unreasonable that the income tax credit produces at least as 15 dollars an hour,  maybe higher in certain areas.  Is it so I  I'm in very much in sympathy with the fact that that that  Senator Sanders believes that a lot of people are getting left behind and through no fault of their own.  And there's all kinds of aspects of capitalism that can need in some ways to be  regulated.  But I don't believe in giving up the capitalistic system. "
298,1:19:28,1:19:41,SPEAKER 1, All right.  Let me slip in some questions that viewers have written in on this front.  Michael Blank writes in.  Please ask Warren if he thinks the market will sell off if it becomes clear that Bernie Sanders will win the Democratic nomination.  I think
299,1:19:42,1:19:48,BUFFETT," I normally would never make a comment on something like that,  but I would say that. "
300,1:19:48,1:19:50,SPEAKER 1, If.
301,1:19:51,1:20:12,BUFFETT," You had  Sanders and a Democratic House and Senate.  Or if you had Trump with a Republican House and Senate.  There would be a significant difference.  But I don't think I would necessarily vote on what.  In fact, I know I wouldn't vote  on what I thought necessarily would affect the market. "
302,1:20:12,1:20:12,SPEAKER 1, The better.
303,1:20:12,1:20:24,BUFFETT, I think it's a very poor yardstick.  I would not want to cast my vote in a presidential election based on  which would be better for the market in the next 30 or 60 or 90 days after the election.
304,1:20:24,1:20:32,SPEAKER 1," But your reservations with Bernie Sanders,  I assume, come with your concerns about what it means for the economy,  not over 30, 60, 90 days over a much broader period. "
305,1:20:32,1:20:40,BUFFETT," Certain aspects of the economy,  certain things I'd like to see done.  I would like to see the earned income tax credit chain dramatically upward. "
306,1:20:42,1:20:48,SPEAKER 1," Alan Bucky writes in a letter,  he says, if Michael Bloomberg becomes the Democratic candidate,  would you consider buying his company? "
307,1:20:48,1:20:52,BUFFETT," No,  I can give you a categorical answer. "
308,1:20:54,1:21:21,SPEAKER 1," Because of the price,  because of the.  That'd be that'd be something.  Pay more.  And we've talked this morning about the coronavirus.  But there are people who are waking up across the country now kind of tuning in at this  hour.  So maybe we should address this again with the markets indicated down 750 points  with concerns about coronavirus spreading and now worries about what that will mean for the  global economy this year.  I know this is not something you look at a day by day basis,  but how do you kind of wake  up and read this and think through it? "
309,1:21:22,1:22:00,BUFFETT," I don't think it makes no difference in our investments.  I mean, there's always going to be some news,  good or bad, every day.  In fact, if you go back and read all the papers for the last 50 years,  probably most of the headlines tend to be bad.  But but if you look at what happens to the economy,  most of the things happen are extremely good.  I mean, it's incredible what will happen over time.  So if the  if somebody came and told me that the global growth rate was going to be down 1 percent instead of a tenth of a percent,  I'd still buy stocks if I felt like the business and I like the price at which they and I like the price better today than I liked them last Friday. "
310,1:22:01,1:22:05,SPEAKER 1," Do you like prices better today?  Will Berkshire be buying stock today?  Well,  we'll certainly be more inclined to buy stock today than on Friday.  Yeah.  Yeah. "
313,1:22:12,1:22:17,BUFFETT," Anything we were buying Friday,  we will be buying today.  And and feeling better about buying it. "
314,1:22:17,1:22:35,SPEAKER 1," You know, one of the things you talked about in the annual letter was  stock buybacks of Berkshire Hathaway.  Right.  And for the first time you told people to call Mark Millard in your office  outright if they have 20 million dollars worth of Berkshire shares and they're ready to sell.  Right.  That's a really unusual move.  Why did you do that? "
315,1:22:35,1:23:00,BUFFETT," Well, we did it because  it's very hard to buy blocks  in the market of Berkshire.  We probably never see blocks except we do see them from  estates or occasionally.  But if somebody is going to sell 100 million shares,  100 million dollars worth of Berkshire and we want to buy it,  we'd like them to call us.  And if it's if it's if we're buying at that price level,  we'll be buying.  We'll buy it. "
316,1:23:01,1:23:04,SPEAKER 1," Dan Mahoney actually wrote in with a very similar question.  He just said, is it hard to buy back the shares? "
317,1:23:05,1:23:57,BUFFETT," It's harder to buy back Berkshire shares than,  say, Bank of America is buying back their shares.  Bank of America bought back eight or nine percent of their stock last year and they can really do it without moving the market.  I mean, Apple's been buying back a ton of stock.  They were buying stock at the same time we were buying stock.  But it was easier for us to buy Apple stock,  even though Apple itself was buying a lot of stock than it is to buy Berkshire.  Berkshire is,  well, it's held by people that really plan to keep it.  There's I think the amount of speculation in Berkshire stock is relatively low compared to most stocks.  And so it's it's it's it's  well, we bought five billion dollars worth last year,  but that's only one percent of the market cap.  And and I would say with a great many companies,  you can buy four or five percent of the company fairly easily a year without disturbing the market.  American Express has been buying it every year. "
318,1:23:58,1:24:05,SPEAKER 1," So with you putting out an ad in the letter to shareholders,  does that basically mean you are eager to buy more shares back? "
319,1:24:05,1:24:24,BUFFETT," Depends on the price.  But but we'll let anybody know if we told them to call us before the opening or after the close.  But but and only if only with blocks and only if they're ready to do business.  Now, there'll be a few people probably that probably try and call just to see whether we're buying or not.  We will we will not show a lot of patience with those people. "
320,1:24:24,1:24:36,SPEAKER 1," Let's talk about shares of Apple,  both from you just mentioning it with the share buybacks,  with it being such a huge holding of yours.  You've got more than five point three percent of the company right now. "
321,1:24:36,1:24:40,BUFFETT," I think five, six, but I went six and it goes up every day. "
322,1:24:40,1:24:59,SPEAKER 1," Let's talk about what we've seen with the slowdown with the coronavirus,  because Apple is one of the companies that has said it's going to have an impact not only with the stores that they've closed there with the behavior of Chinese customers,  but also what happens with the supply chain.  I change.  Sure.  How do you read through any of that?  What are you hearing?  Do you know more than we do on?  No,  no. "
323,1:24:59,1:25:31,BUFFETT," I don't know one thing more.  I see I may see Tim Cook at the annual meeting.  I see him in Sun Valley once a year.  No, I I don't think.  I don't think I've placed a phone call to Tim Cook in two or three years or I mean, no, I it  all kinds of things are going to happen to Apple over the next 10 years.  The real question is, is,  you know, what is the degree of pervasiveness and strength of that product five or 10 years from now?  And I don't think of Apple as a stock.  I think it's our third largest business. "
324,1:25:32,1:25:39,SPEAKER 1, It's also a high flying technology company.  It's one that's been at the forefront.  But you've said in the past you didn't buy it because it's a technology company.
325,1:25:39,1:25:43,BUFFETT," I think it's a consumer products.  In fact, I think I said this on the program a couple of years ago. "
326,1:25:43,1:25:44,SPEAKER 1," I mean, it is  obviously it's a consumer product company that uses technology,  but we've got a lot of products that use technology that at Berkshire.  But it's an incredible company.  And I should have appreciated it earlier.  There's a question that came in from I  guess the handle is GPG.  This is a question that came in on Twitter.  And the writer asks,  you've said that you can do fair value estimates of companies.  You follow it any time in your head.  So please do one now for Apple.  What went wrong with your estimate for IBM?  And how is that a miscalculation?  Different than for Apple?  Well,  IBM is an entirely different business than Apple.  I mean,  Apple doesn't resemble IBM anymore.  It resembles Seed Candy way more.  I mean, it is a incredibly useful product to people that grows more useful as the number of people are involved.  I mean,  it's really interesting.  You know, we call them smartphones.  If  you go back and look at the old telephone,  that was an incredible useful.  It changed my mother's life and my dad's.  It changed lives in every way.  And they they took a long time to become pervasive and it was very expensive initially.  But  it it changed the world.  And the smartphone is part of  hundreds and hundreds of millions of people's lives.  And all aspects of their lives that they it's used for as all kinds of utility.  It's a consumer product.  Are you a consumer of its products at this point?  You've had a flip phone for forever.  Ah,  I'm glad you brought that up.  I am now using not very often.  I'm using the latest model.  And I'll give you a little preview of our our movie for the annual meeting.  We haven't done it yet,  but it will probably showing me crushing with my foot,  my old flip phone while closing up to the new smartphone.  When did you get a smartphone? "
341,1:27:52,1:27:59,BUFFETT," I've been given several of them,  but including by Tim Cook. "
342,1:28:01,1:28:04,SPEAKER 1, One finally stuck.  What?  One finally stuck.  You're right.
343,1:28:04,1:28:11,BUFFETT," Yeah, absolutely.  No, I my flip phone is permanently gone.  The number's been changed to my new phone. "
344,1:28:11,1:28:12,SPEAKER 1," Yeah,  that's impressive. "
345,1:28:13,1:28:18,BUFFETT," I mean, you're looking at an eighty nine year old guy that's barely beginning to be with it. "
346,1:28:19,1:28:23,SPEAKER 1, What do you like best about the phone?  And what do you like least?
347,1:28:24,1:28:40,BUFFETT," Well, I don't I don't use all its facilities like most people.  I mean, most people are living their lives around it.  And I use it as a phone as a phone and I use it as a phone.  I don't like investment bankers talk about EBITDA,  which I translate as earnings.   That was Berkshire Hathaway,  vice chairman Charlie Munger,  about a week and a half ago when he was speaking at the annual shareholders meeting for his other company,  The Daily Journal, answering questions, giving his usual straight answers when things come up as questions.  Warren, that was Charlie talking about EBITDA earnings,  calling them B.S.  earnings, although he said it a little more more explicitly.  You in your shareholder letter for Berkshire Hathaway also wrote about how you don't believe in gap earnings.  What how do you guys come about this?  What do you think?  You still have to report these numbers,  but you're basically telling shareholders don't listen to them.  Well,  the the yeah, it's two different principles.  I mean, the gap numbers which show us earning 80 billion,  which is more than any company's ever earned in history.  And we explain why that really isn't the relevant statistic, because a lot of that was just the stock market going up,  which now gets counted in our earnings.  And Charlie was expressing an opinion we both have.  I'm sure Charlie is the shy,  reticent one of the pair.  But Charlie is the best partner anybody could possibly have.  We've been partners now for 60 years and you could not have a better partner.  He at 96,  a woman since that meeting, actually,  in the last couple of weeks,  a woman said to him, is it true, Mr.  Munger, that you have eight children?  And Charlie's reply was so far.  So Charlie, Charlie is very much  an active partner.  We'll put it that way.  Next time I see him,  I'll get an update on that. "
354,1:30:27,1:30:27,SPEAKER 1, Does he?
355,1:30:27,1:30:28,BUFFETT," So far, so far. "
356,1:30:28,1:30:40,SPEAKER 1," OK, let us know what happens.  Yeah, I will.  You know, we watch pretty closely Charlie shareholder meeting for The Daily Journal.  Sure.  We send cameras out.  We watch it.  I've been out myself.  Do you watch that meeting,  too, to see what he has? "
358,1:30:48,1:30:48,BUFFETT,"I watched it all on YouTube after afterwards.  But my sister and one of my good friends and my niece were all there. And and no, I end up  watching it.  And I actually end up reading it usually, too. And I wouldn't miss it.  But I don't go out for it."
362,1:30:57,1:31:01,SPEAKER 1, Was there anything he said that surprised you this time around?  And I'm just looking through some of his.
363,1:31:01,1:31:03,BUFFETT," Actually, nothing Charlie says can surprise me. "
364,1:31:04,1:31:08,SPEAKER 1, Is there anything that enlightened you or changed your opinion on something?  Maybe something.
365,1:31:08,1:31:33,BUFFETT," No, but I learned from Charlie every time I talk to him.  Charlie has the best 30 second mind in the world.  So I can go to him with a new question,  a new problem of any kind.  And it goes through about eight filters in his mind in in 10 seconds.  And he gets to the essence  of any problem.  There is nobody better to talk to than Charlie at age 96. "
366,1:31:35,1:31:42,SPEAKER 1," Is there anything you've talked to him about recently that you might be able to share?  I don't know if you want to share the conversations you guys have privately,  but anything where you bounce something off of him and he.  Well, I bounce. "
367,1:31:43,1:32:11,BUFFETT," I mean, we we talk about a lot of things and we talk a lot of we talk particularly about things we don't know the answer to.  And and,  you know, we find the whole scene  so interesting, whether it's politically or economically,  the world.  I mean, it it's incredibly interesting to us.  And and we're particularly interested in each other's view,  although I think I'm more interested in his view.  He is in mine.  And that would be a correct decision to make for somebody overhearing us. "
368,1:32:11,1:32:13,SPEAKER 1, What's something you guys don't understand right now?
370,1:33:15,1:33:15,BUFFETT,"Oh, we we do not understand at all  what the outcome will be  in a world where 13 trillion is being borrowed at less than zero.  And even Greece went on short term.  And I think Greece,  the 10 year bond is one percent, for example.  And and at the same time in this country,  we're having under very good business and market conditions,  we're having a four and a half percent  federal deficit and nobody is concerned in the least.  And we're talking about massive new programs and so on.  Everybody talks about  how they'll pay for them, but they really,  you know, the deficit is going to widen.  So we don't know what world comes out of something where you start with extremely low interest rates  and high rates of growth.  And then what you do for stimulus  later on.  But the whole game,  I mean, the game always unfolds differently than you expect. And and that's what makes it so interesting."
372,1:33:18,1:33:32,SPEAKER 1," You know, the 10 year speaking of these low rates just a little bit ago hit its lowest yield since July of 2016.  This morning, I think it was one point three,  seven, seven percent.  We're back at one point three,  nine, six percent, but 10 year rates below one point four percent.  You have anticipated this.  It makes no sense to lend money at one point four percent to the U.S.  government when it's government policy to change,  to have two percent a year inflation.  I mean, you've got you've got  the government is telling you we're going to give you one point four percent and tax you on it.  And on the other hand, we're going to  presumably devalue that money at two percent a year.  So these are very unusual conditions. And classical economics, it doesn't appear that,  you know, what do people do under such circumstances?  Everybody buy a mattress and stick their money under the mattress or what?  And it particularly seems  unusual when the world is generally prosperous.  And, you know, but that's the game is always changing,  but it always looks logical in retrospect.  And it always looks puzzling and prospectively.  But there's always things to do that make sense to like what?  Well, I hope that's what we're doing.  It's buying good businesses at decent prices,  whether all of the businesses or parts of the businesses through the stock market.  You know, you told me a year and a half ago,  maybe longer, that when you went out to try and buy whole businesses right now,  it just looks too expensive.  Which is why you started buying pieces of companies,  more stocks, but places like Apple.  Is that still the case?  Is it still a huge premium to try and buy a company outright? "
379,1:34:56,1:35:45,BUFFETT," There's quite a premium.  And part of the premium is because you can borrow so much money so cheap,  so cheaply in buying those businesses.  Obviously, you can pay more for a business if you can borrow a very high percentage of  the purchase price and of the future cash flow committed to it.  And you can borrow low rates with with very little in the way of restrictions,  restrictive covenants or anything of the sort.  I mean, that's going to bring higher prices.  And the demand for that is huge.  And people look at those rates on the 30 year,  the 10 year, and they say to themselves,  gee, I can't live on that.  And so they they stretch and buy poor credits.  But that's that's just part of the human cycle over time.  And that that leads to something else.  And that leads to something else.  In the end, if you own good businesses at the right price,  you're going to do fine. "
380,1:35:45,1:35:57,SPEAKER 1," You're often quoted as saying that you don't know who's skinny dipping until the tide goes out.  Who's swimming naked?  Yeah, I'd goes out.  I remember maybe you get the sense with a high tide right now that there's a lot of skinny. "
381,1:35:57,1:36:41,BUFFETT," Well, we're certainly doing.  We're allowing people to borrow money on much weaker terms  than we were five or 10 years  ago.  You couldn't borrow money at all or for a period of 10 years ago.  I mean, you literally you could.  Berkshire couldn't borrow money.  I mean, everything stopped.  And now we've the pendulum has  swung dramatically.  And yet we still have you know,  we have very, very, very low rates.  It's hard to believe that 10 years or 20 years from now,  we will have a substantial continuation of negative interest rates.  But I've already seen things I didn't think could happen.  Who knows what could happen?  That's what makes it interesting. "
382,1:36:41,1:37:12,SPEAKER 1," Let's get back out to Omaha,  where Becky Quick is with Warren Buffett.  And there's a lot of important things happening.  But don't forget that March Madness is right around the corner,  Becky.  And you should see what he's doing right now,  Joe.  He was rubbing his hands as you said that.  Now you're talking his language.  Now.  Well, Creighton, it was 70 to 35 at one point.  And I had Creighton yesterday.  I don't know if you were paying attention to that.  Were you watching that at all?  Warren?  Nebraska plays tonight. "
383,1:37:12,1:37:17,BUFFETT, We pay attention.  We pay attention to Creighton out here.
384,1:37:18,1:37:47,SPEAKER 1," They're good.  We talked about it earlier this morning.  Off camera.  I think they're peaking.  I mean, they're getting better and better and better.  The three point shooting was I think that one guy was seven for seven at one point yesterday, which is  I'd be like seven for  ten thousand for three pointers, I think.  Anyway, get back to business.  I just I'm looking forward to it,  Warren.  And I know we always have our own personal bet.  If I get them all right,  you give me Berkshire Hathaway,  which would be cool for me. "
385,1:37:49,1:37:54,BUFFETT," I'll tell you, if you get if you get it all the way,  I'll give you my Berkshire Hathaway shares all the way to the 64. "
386,1:37:55,1:37:57,SPEAKER 1, Wow.  Wow.
387,1:37:57,1:37:58,BUFFETT, A bracket.
388,1:37:58,1:38:05,SPEAKER 1," I got a pledge against that's the ultimate giving.  Yeah,  that's how sure he is that you won't be able to do it. "
389,1:38:06,1:38:06,BUFFETT, I'm pretty sure.
390,1:38:06,1:39:07,SPEAKER 1," Andrew, I hear you.  I hear you have a question to Andrew.  I have I actually have a couple.  And I thought that I read the letter like everybody else over the weekend.  It was fascinated by so many of your comments.  Warren, specifically, I wanted to ask you,  you talk about diversity on boards in this letter.  And one of the things I wanted you to weigh in on,  if you could, is I don't know if you saw,  but David Salomon, the CEO of Goldman Sachs,  on our air, actually announced a couple of weeks ago that he won't be taking any companies public.  Goldman won't unless they have at least one diverse board member and are likely going to push that to two.  You know, in the state of California,  they put a law into place saying that you needed to have a female board member.  And I'm curious what you think of not just the push towards more diversity on boards, but the requirement.  Because I also note in your letter that you have very specific thoughts about what it means to be a board member,  what it means to be an independent board member, how wealth  is involved in all of that.  What are your thoughts?  Well,  at Berkshire for decades,  we've given the three factors in addition to integrity,  but for board membership.  And we want people who are business savvy.  We want them to have a  strong personal interest in Berkshire itself.  And we've got directors who really represent shareholders,  basically, at Berkshire.  And I think they do a great job.  Now, that doesn't mean that they don't think that we should delight our customers,  that we should treat associates well,  that we should behave well in our community,  both local and national.  But  our directors represent the shareholders.  So  Warren, just to just to follow up on it, though,  what's your thought about both the requirement that maybe banks and others,  investors are going to force companies to have diverse candidates on their board laws,  as I mentioned, in California?  Yeah,  I actually there there may be there's been sent to us a proposal,  which unless it's withdrawn,  will be on our proxy.  I can't tell you precisely what it says,  but the relationship issue and we will get our shareholders view on it.  But I,  I personally and I want shareholders that I want directors that represent the shareholders.  And, you know,  in terms of my estate,  you know, with with  maybe currently 80 billion dollars worth of shares to give to philanthropy,  I hope that we have  a and we do have a group of directors that I think will be very conscious of doing the right thing.  The reason I ask the question is because the other point you made,  which I think is a very smart one and is often misconstrued in the corporate governance land,  is that an independent director these days isn't always independent in large part.  And you make the point that those that don't come to the table with some form of wealth often need the job.  They need the money.  They want the money.  And therefore, that makes them less independent.  And the reason I ask this is one of the things as we've been trying to get more diverse candidates on boards,  more women on boards,  as you know, there are there are there are fewer CEOs,  fewer people who have made enormous amounts of money and people therefore they can question their independence.  It becomes a very tricky issue.  And that's what I was hoping you might weigh in on. "
397,1:41:42,1:43:47,BUFFETT," Yeah, Andrew, I've been on 21 publicly owned boards of publicly owned companies and I've seen them in operation.  And I would say that  that people that I have often seen and that's perfectly understandable.  I have often seen people who are classified as independent directors and they are getting three hundred thousand dollars a year for a job that takes them  a couple of days,  maybe six times a year,  maybe four times a year.  And the company flies into their office and it's very enjoyable and the company's good.  And and who wouldn't want a job like that?  I mean, it's an incredible job.  And people I get calls from I get calls from headhunters.  I get calls from CEOs and they ask,  you know, who I think would make a quote good and quote director.  And what they are asking is,  you know, who is not going to cause too much trouble and who is going to reflect who their name is going to reflect credit on the institution.  And they are not looking for somebody that that that I would regard as really independent.  And I don't blame them.  I mean, if if if I had spent my life being,  you know, a teacher or whatever it might be,  I mean, my IQ is just as high as the average or higher than the people on the boards.  And all that.  But on the other hand,  I want to get on a board.  I mean, three hundred thousand bucks a year would look terrific.  And you don't even have to retire.  Probably in most cases,  a sixty five or anything of the sort.  So to call them independent is ridiculous.  And if you're if you're on one board like that,  you want to really go on another one and make six hundred thousand a year.  And you are not going to do things that irritate your president,  CEO.  So when he or she gets a call and says,  would this guy make a good director,  that the answer is no.  It's it's it's just ridiculous to ignore the factor of compensation with board members. "
398,1:43:48,1:44:18,SPEAKER 1," OK,  all right, let me let me ask a follow up question that is similarly related.  Warren, and that's just having to do with sustainability,  all these issues that are out there,  guys in the control room.  Sorry, this is not where I told you I was going.  But Abhishek Bhojra wrote in a question.  He said Larry Fink recently said that our investment conviction is that sustainability and climate integrated portfolios can provide better risk adjusted return to investors.  What's your view on sustainable investing? "
399,1:44:19,1:44:53,BUFFETT," Well, I don't happen to make that decision when I'm  buying stocks in our portfolio.  I'm I what their individual policies are.  I think they're all pro social.  I mean, obviously,  you've got to be in tune with your society.  But if you if you think that I look down at a bunch of stocks and decide whether to buy Apple or whether to buy J.P.  Morgan or I am not I'm not using the the factors and and the delays out. "
400,1:44:53,1:45:28,SPEAKER 1," OK,  I want to run through a series of questions that have been in.  These are kind of all over the map.  So forgive me, we'll bounce around.  But these are questions that came in from viewers that I thought were good ones.  Lucas writes in, he said, did Justin Sun change your mind on cryptocurrency?  For anybody who doesn't know,  Justin Sun bought the dinner or the lunch that you just had from the last Glide Foundation fundraiser.  He is actively involved in Bitcoin.  After that meeting,  his PR people put out some notes saying that, you know,  you kind of listen to cryptocurrency and maybe you're a little more in tune with the idea of Bitcoin now.   Well, I would say this when Justin and four friends came,  they behaved perfectly and we had a good three and a half hour dinner.  And the whole thing was a very friendly exchange of ideas.  But cryptocurrency is basically have no value and they don't produce anything.  So you can look at your little ledger item for the next 20  years and it says you've got X of this cryptocurrency or that it doesn't reproduce.  It doesn't it doesn't deliver.  It can't mail you a check.  It can't do anything.  And what you hope is that somebody else comes along and pays you more money for it later on.  But then that person's got the problem.  But in terms of value,  you know, zero.  So it sounds like he did not change your position. "
405,1:46:09,1:46:25,BUFFETT," No, but I didn't change his either.  And I had a very pleasant dinner.  And those people were,  they behaved more than well.  And they gave four point six or Justin gave four point six million to Glide.  And that will buy a lot of meals and provide a lot of beds for people in San Francisco.  So I thank him. "
406,1:46:26,1:46:28,SPEAKER 1, He gave you some Bitcoin.  What's it feel like to be a Bitcoin?
407,1:46:28,1:46:32,BUFFETT, I don't have any Bitcoin.
408,1:46:33,1:46:39,SPEAKER 1," You don't?  No.  OK.  No, you don't own Bitcoin. "
409,1:46:39,1:46:44,BUFFETT," No, I do not own one.  I don't own any cryptocurrency.  I never will. "
410,1:46:45,1:46:45,SPEAKER 1," And,  you know, in the end,  I may start a war on currency.  You know, maybe I can create one and I'll say there's only gonna be 21 million of them.  And you can have a little ledger sheet from me and everything that says you have it.  And and you're going to have it after I die.  And but you can't do anything with it except sell it to somebody else.  And the interesting thing,  of course, is that  Bitcoin's been out there a long time and people  talked about how it would be used and in various kinds of  exchange.  But  none of our companies are doing business in in Bitcoin or anything.  Yeah. "
415,1:47:17,1:47:27,BUFFETT," Bitcoin has been used, I think,  to move around a fair amount of money illegally.  So the the  people in countries where you.  Yeah.  So the logical move from the introduction of Bitcoin is to go short suitcases  because the money that was taken in suitcases from one country to another suitcases will probably fall off in demand.  I mean, so you can look at that as the economic contribution of Bitcoin to the society is. "
418,1:47:48,1:48:10,SPEAKER 1," All right.  Let's talk about a question that comes in from Rusty Thomas.  And he has he's got a question on baseball.  He said, given Warren's love of baseball and the contrast between his deft management of the Solomon Brothers scandal and Major League Baseball's inexplicable mismanagement of the Astros sign stealing debacle.  What advice would Warren provide MLB Commissioner Manfred to restore confidence and integrity in the game? "
419,1:48:10,1:48:28,BUFFETT," Yeah, well,  it survived the Black Sox scandal back around 1920 and people will continue to love baseball.  But, you know,  it was one thing to steal signs if you were on second base.  But it's bad.  Baseball will get past this. "
420,1:48:29,1:48:34,SPEAKER 1, You're a huge baseball fan.  Were you?  Pardon me?  You're a huge baseball fan.  Were you surprised to hear about?
421,1:48:34,1:48:35,BUFFETT," Yeah, I was surprised to hear about it. "
422,1:48:36,1:48:36,SPEAKER 1, Yeah.
423,1:48:36,1:49:03,BUFFETT," But then I find out that Bobby Thompson's home.  You know,  somebody stole the sign,  I think, off Ralph Brank or somebody.  You know, so people are going to in any games,  including the stock market game,  you know, a certain number of people cheat.  And and generally we have people that administer things to try and minimize the cheating.  And and I'm sure that Major League Baseball will  will address the problem. "
424,1:49:03,1:49:05,SPEAKER 1, Should the Astros players get off scot-free?
425,1:49:05,1:49:12,BUFFETT," Oh, I'm not going to make a judgment on that.  But Joe Jackson certainly didn't. "
426,1:49:13,1:49:37,SPEAKER 1," Yeah.  Yeah.  Let me ask you about a question that came in from several viewers,  actually.  And that's about ETFs.  DeMosley Management wrote this version of the question.  And news agencies have reported that Berkshire Hathaway purchased two ETFs.  So can you talk about if this purchase happened and if the purchase happened,  who purchased the ETF for Berkshire Hathaway?  And how was the decision made to purchase it?  Yeah, it wasn't me.  It wasn't me or it wasn't Todd or it wasn't Ted.  And it happened in some pension fund. And we have a few pension funds that aren't actually managed by us.  But I all I can tell you is that nobody had  nobody that manages money at Berkshire is buying ETFs,  nor do I see any possibility that they will.  Another purchase that came up recently,  Kroger and Jason Escamilla writes in.  Was that one of yours or a lieutenant's pick? "
431,1:50:05,1:50:06,BUFFETT, It was one of the others.
432,1:50:08,1:50:08,SPEAKER 1," And,  you know, I know Kroger.  Kroger's done a good job,  but it's in a very tough business.  I mean, when you have  when you have Amazon and  Walmart slugging it out and Costco taking a special part of it and everything,  it's a tough business,  but they've done a good job.  And and one of our managers decided to buy that. And then Kraft Heinz.  This comes in from David Hall.  He says, Mr.  Buffett, while Kraft Heinz continues to whittle down their total debt,  do you feel that the current dividend payout is appropriate  or should it be reduced further to free up more cash flow to reduce debt more rapidly?  Now, I think Kraft Heinz should pay down its debt.  And it should."
439,1:50:48,1:51:12,BUFFETT," But I think under present circumstances,  it appears that it can pay the dividend and pay down debt at a reasonable rate.  And it has too much debt,  but it doesn't have some it doesn't have debt.  It can't pay down.  And the the debt holders are going to get the interest and the debt should come down year by year.  And I think it will.  And I think it can with the present dividend.  But who knows for sure in the future? "
440,1:51:13,1:51:18,SPEAKER 1," Theo Phelos writes in a similar question and says,  do you still believe in the company and management? "
441,1:51:18,1:51:33,BUFFETT," It's still a great business in the sense that it earns,  we'll say, five billion dollars after depreciation pre-tax on seven billion of tangible assets.  It uses about seven billion of fixed assets.  It has no working out. "
442,1:51:33,1:51:33,SPEAKER 1," I mean,  it's a very valuable business.  But we paid too much for for Kraft and we we took on more debt than that.  And but we paid too much.  Another question comes in from Beale again on Kraft Heinz.  And this person writes in private labels have performed very well against brands like Kraft Heinz,  but they haven't made a dent against other brands like Coca-Cola or C's.  Why do you think that is?  And how do you think about brands modes,  given your experience with Kraft? "
