,Start,End,Speaker,Text
755,0:04:33,0:04:35,SPEAKER 4," Farmer from Murna is the name of the book, I think, and... "
756,0:04:36,0:04:38,BUFFETT, Over in Illinois.  And...
757,0:04:38,0:04:41,SPEAKER 4, He created a system where you really took 20 points or so...
758,0:04:41,0:04:44,BUFFETT, Out of the cost.  And...
759,0:04:44,0:04:45,SPEAKER 4," Surprise, surprise areas.   You know...  And nobody's own stock in State Farm.  It's an insult to capitalism,  actually.  Everything in order that the business school...  Says it shouldn't work."
760,0:04:56,0:04:56,BUFFETT, Because...
761,0:04:57,0:05:10,SPEAKER 4," Nobody owns it.  Nobody's going public with it.  No, nothing.  But it's got more net worth.  It's almost probably double...  Leaving Berkshire out of the picture.  It's probably double the next guy.  And nobody's really improved on their system that much. "
762,0:05:10,0:05:12,BUFFETT, So it's...
763,0:05:13,0:05:16,SPEAKER 4, It's fascinating how...  People don't really look at the essence.
764,0:05:18,0:05:18,BUFFETT, You know...
765,0:05:19,0:05:26,SPEAKER 4," These are cases that...  That should carry a message.  But the truth is in Wall Street,  anything...  The test is whether you can sell it or not.  If you can sell it, it'll get sold. "
766,0:05:33,0:05:33,SPEAKER 5, And...
767,0:05:33,0:05:42,SPEAKER 4, A bunch of insurance companies came along and got it sold.  And this can be a story about this stock or that stock.  It sounded good when they talked about it at Uber for a while.
768,0:05:43,0:05:43,BUFFETT, It is...
769,0:05:44,0:05:47,SPEAKER 4, It is really interesting.  The investing public does not learn much.
770,0:05:47,0:05:50,BUFFETT," Okay,  Station 11.  Hi,  my name is Jeff Merriam.  I'm from Edina, Minnesota.  We've been coming for years to make that professor from the earlier question really nervous.  Half our family's wealth is in Berkshire Hathaway."
771,0:06:08,0:06:10,SPEAKER 4," Well, let's make Charlie nervous. "
772,0:06:10,0:06:26,SPEAKER 9," My question has to go with boating control in the future.  There was a question earlier about corporate radar.  I was more wondering about...  Who is actually going to...  Own the voting control.  Is it going to be institutions,  CalPERS,  BlackRock?  Are they eventually going to get their way with the ESG checkboxes that we're going to have to check?  And what should we be thinking about that? "
773,0:06:38,0:06:39,SPEAKER 4," Well, you're thinking very well. "
774,0:06:40,0:06:41,BUFFETT, And...
775,0:06:41,0:06:48,SPEAKER 4," The interesting thing is...  The big aggregations look like,  of course, they'd be in index funds. "
776,0:06:49,0:06:51,BUFFETT, But...  What in their experience?
777,0:06:51,0:07:16,SPEAKER 4," What the funds want is they want a world in which society doesn't get upset with them.  But the fact they've got all the voting power.  And I was saying in the last year or two,  it's looked like a better idea for them, not quite together.  What was the phrase that Charlie used? "
778,0:07:16,0:07:19,BUFFETT, They backed off a lot.
779,0:07:19,0:07:46,SPEAKER 4," Yeah, they backed off a lot.  And it's the narrative to back off.  Interestingly enough,  in looking at money management,  the game is not performance.  It's assets under management.  And index funds produce a tiny, tiny,  tiny fee on assets under management.  Because it was pioneered by Vanguard. "
780,0:07:47,0:07:49,BUFFETT, And...  It's...
781,0:07:49,0:07:51,SPEAKER 5," When it became successful,  it was very easy to replicate.  Not so easy, but I mean, it was inevitable that we copied.  But it came with a management fee of two basis points.  So what people that have offered index funds would really like is you buy their other funds or let them manage money in some other way so that they get a higher...  Higher fee on assets under management.  Which of course is exactly why the index fund was invented in the first place."
782,0:08:23,0:08:24,BUFFETT, But...  So it's gotten...
783,0:08:25,0:08:59,SPEAKER 4," It's not a lost leader.  But it is a way to pull money in.  And then you hope that people ignore what was said by...  What's the name that John Bobo...  Jack Bobo.  Ignore him.  And essentially they give up the idea and that we'll offer you a fund that does this in India.  And we'll offer you another fund that is...  That and of course those management fees are higher.  So they're really counter selling the idea that John Bobo came along with.  But in the process,  they have achieved a lot of boats. "
784,0:09:00,0:09:01,BUFFETT, And...
785,0:09:01,0:09:11,SPEAKER 4," That was fun for a while.  But the last thing in the world I wanted to do is have Washington,  with the American public,  decide that they're going around their way too much. "
786,0:09:12,0:09:12,BUFFETT, So...
787,0:09:12,0:09:18,SPEAKER 4," It's tending to back off.  Now, if you figure out where their self-interest is,  you can judge where their behavior is. "
788,0:09:18,0:09:25,BUFFETT," Where's it going?  Charlie, yeah.  You wanted the fathom?  No, you've been square. "
789,0:09:25,0:09:27,SPEAKER 4, You've just said...
790,0:09:27,0:09:29,BUFFETT, You're totally right on everything.
791,0:09:31,0:09:33,SPEAKER 4," Well, in that case, I won't ask anybody else. "
792,0:09:33,0:09:34,BUFFETT," Okay, Becky. "
793,0:09:35,0:10:23,SPEAKER 2," Alright, this question comes from Almu Grinnell.  And it's about...  This is for Warren and Greg.  Since 2019,  Berkshire repurchased huge amounts of stock about approximately reducing 10% of the share count and increasing the intrinsic value per share for the continuing shareholders.  Greg is expected to be the successor of Warren as CEO.  So will he be in charge of the main capital allocation decisions,  including future share buybacks?  Greg has been key in the development of Berkshire Hathaway Energy and I think a good capital allocator.  Does he...  Has he been involved in the share repurchases that have been executed over the past years?  And do you, both Warren and Greg,  work together in the estimation of Berkshire's intrinsic value and the share buyback decisions? "
794,0:10:24,0:10:35,BUFFETT," Well, the answer is that Greg...  I'm going to turn it over to him,  but the answer is Greg understands capital allocation as well as I do.  And that's looking for us.  And he will make those decisions, I think, very much in the same framework as I would make him.  And we've laid out that framework now for 30 years,  or something like that.  People make it way more complicated than...  I mean, particularly if you're working on a doctorate or something,  it's just a great subject to have lots of footnotes and 50 pages or other pages.  But it's no more complicated than you and I and Charlie had a business and  you wanted to sell your interest and we could buy it for less than we thought it was worth. And without a misleading..."
795,0:11:11,0:11:18,SPEAKER 4," You want any way about what was going on and we'd buy it.  But Greg,  you're on because you're going to be doing it in the future. "
796,0:11:19,0:11:52,BUFFETT," Right?  Yeah, well, I think Warren, you said it really well.  I mean, the framework's been laid out.  We know how you approach it and how you and Charlie have approached it.  And really don't see that framework changing when the opportunity presents itself.  We'll want to be an active repurchaser of Berkshire shares.  We think it's a great outcome for Berkshire.  Sure, sure.  Well, there's a larger piece of each of our operating businesses and the portfolio,  the equity companies,  when the opportunity presents itself. "
797,0:11:52,0:11:56,SPEAKER 4, It can be the dumbest thing you can do or it can be the smartest thing you can do.
798,0:11:56,0:11:57,BUFFETT, And...
799,0:11:57,0:12:51,SPEAKER 4," To make it more complicated than that and start getting into all this...  But you obviously do what the business needs to do first.  The opportunities are there.  Grow your present business,  buy additional business, whatever it may be.  And then you make a decision on dividends but that decision becomes pretty irrevocable because you don't cut dividends without having major effects in your shareholder base and a lot of things.  And then if you've got ample capital and you don't see that you're going to use it all and you're stocked,  it's attractive and it's not a good thing.  It enhances the intrinsic value for the remaining shareholders.  It's an old-brainer and if it's above the price of intrinsic value,  it's an old-brainer that you don't even listen to anybody,  no matter what investment banker comes in and tells you here's how to do a repurchase program. "
800,0:12:52,0:12:52,BUFFETT, Okay.
801,0:12:54,0:12:54,SPEAKER 4, Station one.
802,0:12:54,0:13:30,BUFFETT," I'm Tom Nelson,  a podcaster from North Oaks,  Minnesota.  Charlie,  in 2022,  you used phrases like really massively stupid,  massive kind of ignorance and crazy to describe what you said was the 30% of Americans hesitant to submit themselves to untested mRNA co-op  mRNA COVID gene therapy.  Do you stand behind those quotes today?  Yeah, sure. "
803,0:13:31,0:13:42,SPEAKER 4," Well, we got time for one more than before lunch. "
804,0:13:43,0:13:46,BUFFETT, Becky?  Okay.
805,0:13:47,0:13:50,SPEAKER 2, I thought I was out.
806,0:13:50,0:14:01,BUFFETT," Let's see.  Uh,  how about...  Let's see here.  Uh... "
807,0:14:01,0:14:02,SPEAKER 4," It's gonna be a hob on lunch pretty soon,  but...  No, no, okay.  Let's check that one for you."
808,0:14:04,0:14:23,SPEAKER 2," This one comes from Drew Estes.  This is a question for Warren.  In your 1969 letter to partners,  you said, in any company where the founder and chief driving force behind the Enterprise is still active,  it's still very difficult to evaluate second men.  The only real way to see how someone is going to do when...  when you're in a business,  you're going to be in a business.  When running a company is to let them run it.  This wise statement now applies to Berkshire.  Once the second men are running Berkshire,  what would you advise owners of Berkshire to watch for?  Specifically what actions, if taken,  should give us concern?"
809,0:14:37,0:14:46,SPEAKER 4," Well, I think I would do...  I would have some comfort in the fact that 99% of my net worth is in that company.  So, I probably got a stronger interest in it.   And...  and perhaps 100 billion or more philanthropy will be affected by it."
810,0:14:51,0:14:54,BUFFETT, And...  uh...  But...
811,0:14:55,0:15:10,SPEAKER 4," I would say that I don't have a second choice.  I mean, it is that tough to find,  but I've also seen...  Greg in action that I feel 100% comfortable and...  uh...  uh... And like I say, I don't know...  Something happened to Greg."
812,0:15:17,0:15:18,BUFFETT," I would tell the directors,  you know, they have a problem and they won't...  I  don't have anybody to name and if they put somebody in,  Berkshire on automatic pilot can work extremely well for a long time.  I mean, it doesn't... "
813,0:15:33,0:15:34,SPEAKER 4, It doesn't like the businesses go away or anything.   Sort.  Uh...  And you can't...  It's hard to judge...  successor management... in a really good business.  Because if they...
814,0:15:48,0:15:50,BUFFETT," If they don't show up at the office,  it'll keep working for a long time.  And maybe...  Maybe that..."
815,0:15:55,0:15:58,SPEAKER 4," Black event, useful input...  uh... may show itself in five years..."
816,0:16:00,0:16:09,BUFFETT," I mean, it may go a long, long,  long time.  And...  uh...  How... "
817,0:16:09,0:16:20,SPEAKER 4," How are the shareholders...  you know, advised by a bunch of people that are concerned about whether you're meeting earnings projections or something,  telling them whether the management's any good thing? "
818,0:16:20,0:16:21,BUFFETT," Like,  you know,  it is very, very hard.  It's very hard.  I've been on the board of 20 companies.  It's very hard to...  If you ask me to rank the management of each one... uh...  It's...  uh..."
819,0:16:33,0:16:33,SPEAKER 2, It's...
820,0:16:33,0:16:40,SPEAKER 4, It's very difficult to do because some are just better businesses and others.  Some would be better off not managed hardly at all.
821,0:16:40,0:16:41,BUFFETT, There's...
822,0:16:41,0:16:43,SPEAKER 4, Really need to help.  But they got a lousy business.
823,0:16:44,0:16:46,BUFFETT," And...   Tom Murphy told me a long,  long, long time ago.  He said the secret of businesses to buy...  a good business. And it's okay to inherit one, too.  And Greg is inheriting a good business, and I think it'll make it better.  But I don't think it's easy... to put any one of the next 10 nominees in...  and try and judge three years later whether they've done a good job or not.  So, it's gonna be a... "
824,0:17:09,0:17:16,SPEAKER 4, That'll be a very interesting job for the board.  But it shouldn't listen to Wall Street on it.  They've got the job.
825,0:17:17,0:17:19,BUFFETT, If they put somebody in...
826,0:17:19,0:17:20,SPEAKER 4, There's a surprise.  We both got a job.
827,0:17:20,0:17:22,BUFFETT, I don't know if I put out on a plane that put somebody in.
828,0:17:23,0:17:25,SPEAKER 4, They've got a real job in assessing that person.
829,0:17:25,0:17:27,BUFFETT," It'll depend on...  how good he or she is.  Talker, it'll depend on...  You know...  them courting Wall Street to be supportive of all kinds of things.  And...  uh... "
830,0:17:37,0:17:49,SPEAKER 4, We've got some very good people on the board.  But they would be challenged in that position as would I...  where I've been in that position in other companies where...  a very great leader.
831,0:17:50,0:17:52,BUFFETT," Has left and...  uh...  on the way back from the funeral.  You know, nobody knows what to do exactly. "
832,0:17:57,0:18:02,SPEAKER 4," So with that cheery message,  we will go to lunch.  And we will come back... "
833,0:18:04,0:18:10,BUFFETT, We'll see at one o'clock.
834,0:18:11,0:18:11,SPEAKER 5, Thank you.
835,0:18:11,0:18:13,BUFFETT," And...  we're still gonna try and get 60 questions in.  We've done 25 so far.  Yeah,  25. "
836,0:18:18,0:18:22,SPEAKER 4, So keep the question short and I'll try and get the answer short.
837,0:18:22,0:18:22,BUFFETT, Thanks.
838,0:18:23,0:18:59,SPEAKER 3," Welcome back to our live coverage of the 2023 Berkshire Hathaway Annual Meeting.  I'm Mike Santoli.  The morning Q&A session has just ended.  Becky will rejoin me in a minute.  But let's recap.  Some of the big news.  Warren Buffett, Charlie Munger,  and Berkshire Vice-Chairs,  Greg Abel and Ajit Jain just made in the Q&A session.  As Warren mentioned, they got through 25 questions. "
839,0:18:59,0:19:00,BUFFETT," Uh...  a lot of them pretty wide ranging at the top.  But it did say that the way things are tracking right now,  most of Berkshire's operating businesses look like they'll be down in earnings for 2023.  So the broader economic slowdown is reaching them.  Broad exposure to railroads."
840,0:19:16,0:19:16,SPEAKER 3," Uh...  and uh...  building products as well as energy.  And a lot of consumer areas.  So that's probably not a surprise,  but it is a contrast to the rise in operating earnings they had in the first quarter.  Now, on Apple,  in response to a shareholder question that Apple was becoming a very large percentage of the investment portfolio,  some 35%, according to the question actually,  it's approaching half of the equity securities in the portfolio.  And Warren Buffett said that's not the way they think about it.  They think about their entire business as being the portfolio.  So Apple is not a particular asset.  It's a relatively large share.  If you consider the companies,  the businesses that they own outright,  and therefore,  he also said Apple is a much better business than any one of their operating businesses.  They wish probably they could own all of it,  but right for now,  they own almost 6%.  Apple keeps buying back a ton of stock,  which raises Berkshire's proportion of the whole company,  which they're pretty happy with at the moment.  Buffett also said in response to a question about how he quickly sold out of Taiwan semiconductor after having built a stake not long before.  Buffett said he feels just his capital is safer in Japan than in Taiwan.  They're a little concerned,  obviously, about geopolitical tensions in Japan.  In Taiwan, excuse me, really does like the investments in the Japanese trading houses financed with very inexpensive borrowings in yen.  So that was essentially some of the headlines out there.  A lot of skeptical comments about AI in response to some questions as to,  we're going to get to a lot of those details.  Meanwhile, cmbc.com's banking reporter Hugh Son at CNBC headquarters right now.  And Hugh, you know, Warren and Charlie didn't spend a whole lot of time this morning talking about the banks.  So despite all the recent regional banking turmoil,  they didn't really get many pointed questions on it,  but did get one.  I wonder what you make of that."
841,0:21:06,0:21:07,BUFFETT, Yeah.
842,0:21:07,0:22:33,SPEAKER 10," So the one question they did.  It was the very first of the day,  which was, you know, what would have happened to,  you know, to the U.S.  if SVB's uninsured depositors were allowed to go under.  And Warren was very clear on that.  He said that he would have led to a disaster that essentially it would have led to a run and every bank in the country,  the following morning.  So essentially an important thing to do.  I think, you know, for my money, it is more interesting about what he hasn't said than what he has,  which is, you know, we're at a moment in this country where,  you know, the business model of regional banking is under a lot of money.  He's retired market is prettyyear all of that into think you know,  we're trying to have this sort of capital policy.  unnecessary profit, we are going to get an explicit key to the loss of GM and the  market, that he has provided capital he has provided confidence to the US banking industry time and time again and so we're all dying really just to figure out what he's going to say.  And you know,  if he doesn't say anything about this,  I would point to the idea that perhaps it is a bit early to get involved in banks I mean he's given pretty negative comments or Becky quick but only last month about his prospects for banking and and that's certainly one of the things I want to hear. "
843,0:22:35,0:23:15,SPEAKER 3," Yeah, for sure and I guess you might also be able to argue that the particular banks that are most under pressure right now are relatively small.  They're literally regional.  They're restricted to small parts of the country.  They're not necessarily big long term franchises that would meet the other investment criteria perhaps that he might look for but it is interesting that he did not really change his holdings in this latest quarter in Bank of America in city group presumably.  So that would suggest that there's not a general condition.  I'm not concerned about the overall system but maybe also at least as far as we know did not find fresh reason to extend capital to some of the struggling banks. "
844,0:23:16,0:23:22,SPEAKER 10," Yeah, I mean, you know, he spent the last three years cutting his stakes banks.  You know, at 1.20, 19,  2018.  He loaded up on JV Morgan Goldman Sachs and had a significant stake in Wells Fargo.  Wells Fargo historically had been one of their biggest holdings and he'd paired back after their fake account scandal.  So, and you know, more recently he's paired back in the United States.  He's a big member of the PNC and US Bank Corp. "
845,0:23:36,0:23:37,BUFFETT," So,  certainly I think, you know, the general sort of idea is that he's loath to own banks heading into a potential economic downturn and certainly that's still the case where we are to this day.  Like. "
846,0:23:49,0:24:04,SPEAKER 3," For sure a related area, of course,  this morning, one of the shareholders asked about problems in commercial real estate.  Now, Charlie Munger has been outspoken about the banks being full of what he said were bad loans while he said this morning. "
847,0:24:04,0:24:04,BUFFETT, This would not be a bad loan.
848,0:24:04,0:24:08,SPEAKER 3, This would not be a Berkshire problem.  He is concerned about the situation.  Listen to what he said.
849,0:24:09,0:24:33,BUFFETT," I do think that the howling out of the downtowns in the United States and elsewhere in the world is going to be quite significant and quite unpleasant.  I think country will get through it all right.  But as they say,  it will awfully,  it will often involve a different set of owners.  Yeah,  Mike,  you know, it's a great deal. "
850,0:24:34,0:24:45,SPEAKER 3," Yeah, Mike, you know, that that is one of the sort of feared after effects or exacerbating factors with the regional banking crisis,  of course, is their own exposure to commercial real estate. "
851,0:24:45,0:25:14,SPEAKER 10," Yeah, 100%.  I mean, that would certainly feed into this thesis that maybe now is not the time to come into the banks,  even considering how shellac those stocks have been in instance,  the S.V.B.  collapsed back in March.  Clearly,  you know, the concern right now is that these banks are holding tons of loans either to,  you know, office builders,  commercial real estate loans,  that type of thing,  which are set for some pain in the coming months.  And that has yet to actually play out.  It's certainly something that we're all keeping our eyes on. "
852,0:25:15,0:25:16,BUFFETT, Sure.
853,0:25:17,0:25:22,SPEAKER 3, Also seems some skepticism about the asset class of commercial real estate in general Warren saying that people just essentially pay for the money.
854,0:25:23,0:25:23,BUFFETT," Essentially,  pay for a building,  whatever they can borrow.  So it's not a lot of price discipline there,  perhaps, or valuation focus.  Cute, thanks.  Becky is now back with us.  And, Becky, we hit on a couple of the points."
855,0:25:34,0:25:34,SPEAKER 2, What I miss.
856,0:25:34,0:25:37,SPEAKER 3," Well, I mentioned what he had to say about Apple.   Essentially,  he's not worried about it getting to be too big a position because he views it holistically within the entirety of Berkshire, not just the equity portfolio."
857,0:25:46,0:26:08,SPEAKER 2," You and I had talked about it.  I can't remember if we were on camera when we were discussing this.  But just talking about what a big position it is.  You know, if you don't think about it from his perspective, I hadn't,  just in terms of,  OK, you're not talking about a stock portfolio,  you are talking about an overall portfolio of a company.  And the amount that goes into it.  What kind of stunned me is the idea that he said Apple is a better business than any of the businesses that we own in whole. "
858,0:26:09,0:26:17,SPEAKER 3," Exactly.  Without it, we did mention that that's a big headline.  And, you know, and he said, look, we have great businesses.  We have a great railroad and all the rest of it.  But I think just that's what the numbers would tell you.   Yeah.  And just in terms of the profitability,  the sustainability of profit margins,  the loyal, the sustainability of the customers.  So it was interesting.  He also, you know, he's got a lot of things working in his favor,  which is, as he said, Apple continues to buy back shares from everybody else but him.  Yeah.  And raising his ownership stake in the business."
859,0:26:36,0:26:42,SPEAKER 2," You know, it occurred me at the time.  Maybe we'll get a chance to ask him this at some point.  But if that's the case,  why don't you just put more money in Apple? "
860,0:26:43,0:26:43,BUFFETT," Yeah.   You've got $130 billion on the sitting around in cash.  Obviously, he always wants to have a lot of cash.  She's talked about $50 billion or more in the past.  So that he'll have on hand.  And he's got a lot of cash.  And he's got a lot of cash.  And he's got a lot of cash.  And he's got a lot of cash.  And he's got a lot of cash.  And he's got a lot of cash.  And he's got a lot of cash.  And he's got a lot of cash.  And he's got a lot of cash left in hispping hand."
861,0:26:53,0:26:58,SPEAKER 2, But that still leaves you a lot of wiggle room.  And that makes you think that he must be keeping some of that other dry pattern to be opportunistic.
862,0:26:59,0:26:59,BUFFETT," Yeah, I mean,  it feels like there's a general poll where that in dollar terms,  that position keeps getting bigger.  Yeah. "
863,0:27:05,0:27:12,SPEAKER 3, Apple does well again.  They buy back stock from everybody else.  Let's say it's a much more expensive stock now.  Then it was when he bought it eight years ago.  And maybe that's the explanation. And back then he felt like it was undervalued because people didn't recognize in his view.
864,0:27:16,0:27:16,BUFFETT, Now it was a kind of a indispensable consumer product in the minds of their green Beau.  But it's like you got it.  Yeah.  Love you.
865,0:27:16,0:27:27,SPEAKER 3, People didn't recognize in his view that it was a kind of a indispensable consumer product in the minds of their customers.  Whereas now it's kind of valued the way those other consumer staple businesses are.
866,0:27:27,0:27:30,SPEAKER 2," All right, let's listen to what Warren actually had to say.  We've got those comments about Apple. "
867,0:27:32,0:27:38,SPEAKER 4, Apple has a position with consumers where they're paying.
868,0:27:39,0:27:41,BUFFETT, Maybe they've paid $1
869,0:27:41,0:28:11,SPEAKER 4,",500 or whatever it may be for a phone.  And these same people.  They pay $35,000 for having a second car.  And if they had to give up a second car or give up their iPhone,  they'd give up their second car.  I mean, it's an extraordinary product.  We don't have anything like that,  but we own 100% of.  But we're very, very, very happy to have 5.6 or whatever it may be percent.  And we're delighted every tenth of a percent that goes up.  That's like having $100 million to earnings. "
870,0:28:12,0:28:12,BUFFETT," I mean,  are sure of the earnings.  And they use their earnings to buy out.  Our partners, which we're glad to see them sell out too.  All  right. "
871,0:28:22,0:28:36,SPEAKER 2," Now right now we want to bring in renowned corporate lawyer and Berkshire director Ron Olson.  Ron is also one of the top shareholders and Berkshire's shares as well.  We keep an eye on a lot of these things.  Ron,  thank you for joining us this morning. "
872,0:28:37,0:28:37,BUFFETT, Hi.
873,0:28:37,0:29:04,SPEAKER 2," We just want to talk to you about what you heard in the first part of this meeting because I think they were pretty reflective.  Pretty focused on a lot of the work that we're doing.  And focused on a lot of the succession issues and what's going to happen,  what's taken place with both Greg Abel and Ajit Jane being in the positions they're in,  maybe stepping up and doing a lot more of the day to day work and activities over the last few years.  As a board member,  the board's been kind of understanding of what's been driving those things.  What do you all talk about in the board meeting? "
874,0:29:05,0:29:06,SPEAKER 3, What do you think of what you've heard today?
875,0:29:07,0:29:07,BUFFETT," Well,  you're right, Becky."
876,0:29:09,0:29:14,SPEAKER 8," There's a lot of focus on succession.  But what I took away from the meeting,  part of which was a lot of work.  The meeting, part of which was not available to the general public,  was what was going on in the movie that preceded it.  There was a focus on succession for over the last three decades,  year after year.  And look what we have on this stage.  What I heard coming from what a combined 101 years from Warren and Charlie was an amazing reflection of the  of their energy and their wisdom.  101 years of business.  Yeah, they made Berkshire, right?  Yeah.  And to me,  they've got a long run way ahead. And we are so fortunate to have Greg Abel designated as Warren's successor and the board feels enormous confidence.  And I can detail a little of that if you want."
877,0:30:08,0:30:09,BUFFETT," But that's,  we've had a lot of contact with Greg.  Personally, I've known him since we bought Mid-America quite a number of years ago."
878,0:30:21,0:30:22,SPEAKER 2, Tiny little company.
879,0:30:23,0:30:28,SPEAKER 8," Had an asset over in the Philippines that generated some energy from geothermal,  a couple other little things. And look what that company is today.  Greg has built that."
880,0:30:36,0:30:37,BUFFETT," Not Warren,  not Charlie. "
881,0:30:38,0:30:39,SPEAKER 8, Greg has built that.   Good bit of it was by acquisition.  And people were waiting for it. And people worry about Greg's ability to make acquisitions.
882,0:30:48,0:30:48,BUFFETT, I don't.
883,0:30:49,0:30:54,SPEAKER 8," The war doesn't.  He's a numbers guy,  just like Warren's a numbers guy. "
884,0:30:55,0:30:55,BUFFETT," I'm not.   They are.  And he has,  you know, the fundamentals.  High integrity, high intelligence recently.  This last year, I got more than what I've had before about Greg by having him as a client.  I worked very closely with him on one matter.  This is a person who leaves nothing for doubt.  He plans. "
885,0:31:23,0:31:24,SPEAKER 2, He's skillful.
886,0:31:25,0:31:32,SPEAKER 8, He has a political skill that I would say exceeds Warren and Charlie's.  So we're very excited.
887,0:31:33,0:31:42,SPEAKER 3," Warren also said that he is a great capital allocator,  which is pretty much a high praise.  As you said, he's done plenty of M&A.  So if you were worried about that part of the business,  but it's interesting.  Because there's always this line that has to be walked,  which is, look, this company is going to be great as structured almost no matter who's running it.  And on top of it,  we have great people who are going to be running it.  Because Warren just said before the break there,  you know, Berkshire on autopilot work extremely well for some period of time. "
888,0:32:00,0:32:01,BUFFETT, Yeah.
889,0:32:01,0:32:04,SPEAKER 8," I think Charlie said slightly differently.  He said,  it's we've given this a lack of attention. And I suggest that that's what the rest of you should do after we leave."
890,0:32:13,0:32:13,BUFFETT, We've got four people.
891,0:32:13,0:32:24,SPEAKER 8," Phenomenal managers.  And so there's a high level of confidence in the future.  And I don't.  I if people didn't take that away from this morning back,  the I'll be surprised."
892,0:32:25,0:32:56,SPEAKER 3," Well, it's also I was going to just mention to the couple of questions about, you know,  once the the shares are,  you know, they've been donated once they convert to class B shares,  the voting control slowly over time.  Eventually we'll make its way out into the public and this seeming concern about what that would mean.  In terms of activists or somebody,  you know, altering the strategy or makeup of the company.  And I, and he warned seem to say nobody could afford to really muscle this company around at this point,  especially in 10 or 15 years. "
893,0:32:56,0:32:57,BUFFETT," Well,  I,  I happen to agree.  I've done a fair amount of work for companies who've been subjected to what we call activists investors through the years,  including some of the names mentioned today.  Um, I don't see.  That being a serious threat in any way, shape or form.  It is a huge company.  Warren pointed out largest net worth in the S and P 500."
894,0:33:26,0:33:28,SPEAKER 2," Uh,  so.  And I think another point to be made in that respect is it's not just Warren and Charlie's holdings of the stock.  We've got shareholders who are devoted to this stock.  And so long as we behave,  they will trust their savings with us. And that's what I wanted to ask you about Ron.  Just the number of items on the ballot this time around on the proxy for ESG for other things they want to push the company to do push the board to do.  Um,  changes whether that be looking at climate change,  whether that be saying I'm not going to ever have anyone at the company have a political perspective that's made public.  I mean, those are things that, that have been a very important thing.  I mean, I think that Warren and Charlie both have been pretty disdainful of the idea that anybody else gets to force all the rest of the shareholders and the rest of the company what to do.  And that's fine because Warren and Charlie are in a position to be able to say those things.  I think the key is probably the shareholder base.  Are you convinced that the shareholder base will remain the same and second of all,  will they vote?  Will they actually go out and vote because retail investors in general don't vote on these things.  They just let it ride,  which is why you can have somebody get out of the way.  They get a small portion of the vote and have their way with it. "
895,0:34:48,0:35:11,SPEAKER 8," Well, the increasing percentage of ownership by some of the large index funds and so on.  Yes, that's a different kind of investment,  but I don't see that overtaking the individual shareholders that have been our base for years. "
896,0:35:12,0:35:12,SPEAKER 2, They're confidence.
897,0:35:12,0:35:12,BUFFETT, I think that's a big deal.
898,0:35:12,0:35:13,SPEAKER 2," Their confidence,  I think, will remain as long as we have the kind of leadership we've had.  And Greg's not going to change that.  These managers are not going to disappear.  If we make other acquisitions,  I've got confidence.  We will and I've got confidence that they will be made soundly with leadership that Warren has said for years,  the kind of leadership that love their money or love their business more than they love their business.  They love their money and they'll be devoted to what is in the best interest of these individual shareholders."
899,0:35:49,0:35:49,BUFFETT," So,  you take these four initiatives.  Climate change is a big issue.  No question about it. And by the way, I thought Warren's comment today about one more thing as a country should be thinking about is how we're going to mobilize the dedication to climate change.  As we did mobilize the country in defending World War II or  pursuing World War II.  And there's a lot that can be done,  but I don't think very many companies have done more than Berkshire.  And I don't think the people that are pushing these initiatives really understand what the monies we are devoting to.  For instance, transmission building,  which is essential to get renewable energy where it needs to be.  You know, what Greg has done out in Iowa building pasty for nearly 100% of the rate payers is great."
900,0:36:54,0:37:03,SPEAKER 2," Ron, one last question before you go.  Is there something you're hoping to hear more about in the second round of Q&A?  Is there something you're hoping to hear in the second round of Q&A? "
901,0:37:03,0:37:04,SPEAKER 8, You mean this afternoon?
902,0:37:05,0:37:05,BUFFETT, Yeah.
903,0:37:05,0:37:44,SPEAKER 8," I don't have any great,  I don't think there's a need for the  meat filling in the blanks for what they're going to say.  But there is a seriousness of purpose about this meeting that simply is not reflected in any other meeting,  annual meeting I go to,  and I go to a number.  And that comes about,  I think, because of the mutual respect between the audience.  That is the shareholders and the management.  And I want to see that content in the next round of Q&A.  I'm sure it will this afternoon. "
904,0:37:44,0:37:48,SPEAKER 2," Ron Olson,  who is a Berkshire board member,  want to thank you so much for your time today Ron. "
905,0:37:48,0:37:50,SPEAKER 8, I'm delighted to be here.
906,0:37:50,0:37:51,SPEAKER 2, It's great to see you.  Thank you.
907,0:37:52,0:37:52,BUFFETT, Thanks Ron.
908,0:37:53,0:38:06,SPEAKER 3," It is AI, of course, is all the rage right now with recent earnings calls flooded with references.  One of the shareholders wanted to get warrant and Charlie's thoughts,  not surprisingly Charlie Munger did not hold back. "
909,0:38:06,0:38:17,BUFFETT, I am personally skeptical of some of the hype.  This is going into artificial intelligence.  I think old fashioned intelligence works pretty well.
910,0:38:17,0:38:23,SPEAKER 4," It can do all kinds of things.  And when something can do all kinds of things,  I get a little bit worried. And because I know we won't be able to un-invent it."
