,Start,End,Speaker,Text
301,0:42:48,0:42:50,SPEAKER 3," I mean, it wasn't he was not discriminating. "
302,0:42:50,0:42:56,SPEAKER 1, He just he just he just decided that that there's no reason to do it.  And uh.
303,0:42:58,0:42:59,SPEAKER 3," Wow, what a different set makes in the lives. "
304,0:43:00,0:43:00,SPEAKER 1, Charlie.
305,0:43:02,0:43:05,BUFFETT," Well, it's.  It's so simple. "
306,0:43:05,0:43:06,SPEAKER 2, Do.
307,0:43:07,0:43:12,BUFFETT," Spend less than you earn and in  the city.  You know, you're trying to keep learning all your life, etc, etc.  And do a lot of deferred gratification because you prefer life that way.  And if you do all those things,  you are almost certain to succeed.  And if you don't,  you're going to need a lot of luck.  A lot of luck.  And you don't want to need a lot of luck.  You want to go into a game where you're very likely to win without having any unusual luck. "
308,0:43:46,0:43:47,SPEAKER 3, I'd add one more thought to.
309,0:43:47,0:43:47,SPEAKER 1, I'd.
310,0:43:48,0:43:54,SPEAKER 3, You need to know how people can manipulate other people than you need to resist the temptation to do it yourself.
311,0:43:55,0:43:55,SPEAKER 2," Oh, yes. "
312,0:43:55,0:43:55,SPEAKER 1, The.
313,0:43:57,0:44:10,BUFFETT, The toxic people.  Who are trying to fool you or lie to you who aren't reliable meeting their commitments.  A great lesson of life is get the mail out of your life.
314,0:44:10,0:44:10,SPEAKER 3, Yep.  And do it fast.  Do it fast. And I would add.  But Charlie wouldn't agree with me to attack fully a possible tube.  But do get about it in your life.
315,0:44:29,0:44:39,BUFFETT," Yes.  Yeah, I don't mind a little tact.  Or even a little financial cost.  But the question is getting in my hell out of the law. "
316,0:44:40,0:44:40,SPEAKER 2, Okay.
317,0:44:41,0:44:41,SPEAKER 1, Becky.
318,0:44:42,0:45:11,SPEAKER 9," All right, this comes from Roger Lee Tan.  He says, my name is Roger from Hong Kong,  a long term shareholder of Berkshire admirer and follower of Mr.  Buffett's and Munger's wisdom and principle.  Both of you have said before that the most difficult problems in life are always people problems.  And one of the key lessons you have learned to be able to live a happy life and a successful life is to stay away from negative people.  My question is what to do if those negative people are your families. "
319,0:45:12,0:45:12,SPEAKER 1, The people.
320,0:45:13,0:45:15,SPEAKER 9, Who you can't simply stay away from.
321,0:45:15,0:45:15,SPEAKER 2, Yeah.
322,0:45:16,0:45:18,SPEAKER 3, You minimize it.
323,0:45:18,0:45:20,SPEAKER 2, But you can't know that.
324,0:45:20,0:45:22,SPEAKER 1," I mean, there's no question about it. "
325,0:45:22,0:45:25,SPEAKER 3, Charlie Gevon add.  So I thought was a master of tact.
326,0:45:25,0:45:26,SPEAKER 1," The other day when he says,  you always ought to interact with people to behave well.  And so of course,  you have to make some exceptions to your family."
327,0:45:33,0:45:35,SPEAKER 2," But it was.   But it's true.  And you know, you really."
328,0:45:40,0:45:46,SPEAKER 3," I don't know what it's like to have, you know,  a."
329,0:45:48,0:45:50,SPEAKER 1," Drunken,  you know,  bullish."
330,0:45:53,0:45:57,SPEAKER 3, Probably father but parent just generally.
331,0:45:58,0:45:58,SPEAKER 1," I mean, you  know, how do you handle it?"
332,0:46:01,0:46:06,BUFFETT, It's very interesting that the MacArthur family.
333,0:46:07,0:46:11,SPEAKER 3," Very famous John MacArthur,  the man who set up the MacArthur Foundation. "
334,0:46:12,0:46:17,BUFFETT, He had five kids and four of them turned out to be.
335,0:46:18,0:46:36,SPEAKER 3," Superstars of one sort or another and they had this crazy.  I general drunken father,  but they all decided the thing to do was get the hell out of the house.  And so, yeah, this.  The father of the father of the father of the foundation that did that along with three of the siblings. "
336,0:46:36,0:46:37,SPEAKER 2," Five.  So,  you know, I I  was lucky.  I mean,  Charlie was lucky.  And it.  You  know, if you.  If you have a.  I mean, our father saw probably of shortcomings and.  And both of us.  But, you know, it would still be there for us.  And if you have one that won't be there for you, you know, it's a very tough problem. And I think one way or another.  I probably would have gotten through with that."
337,0:47:13,0:47:18,SPEAKER 3, That if I had that situation.  But I don't think I think my life.
338,0:47:18,0:47:19,SPEAKER 1, Would have been a lot different.  Charlie.
339,0:47:22,0:47:23,BUFFETT, I have nothing to add.
340,0:47:23,0:47:26,SPEAKER 2, We're.  We're.  Okay.
341,0:47:26,0:47:27,BUFFETT, Station five.
342,0:47:28,0:48:30,SPEAKER 1," Hey Warren and Charlie.  Good afternoon.  My name is Sudaka Reddy and I'm ready.  I'm from Bentonville, Arkansas,  home of Walmart.  I'm here.  Share older since 2019 and my daughters are share older since 2020.  My question is.  This is my first time coming to share older's and my question is.  Walmart and Berkshire Hathaway has very great relationship.  With BNSF,  McLean and consumer goods like fruit of the looms and  granumels and etcetera.  My question is,  granumels is exclusively sold at Walmart and fruit of the loom is sold at many other retailers.  How does Berkshire Hathaway decides some items are sold at some retailers exclusively versus others sold at many retailers?  Well, that's a good question. "
343,0:48:30,0:48:45,SPEAKER 3," But obviously, you'd love to control if you have a product,  you'd love to control the distribution and you're probably going to get better gross margins if they ask for you by name.  I mean, they just had an article about Bernard. "
344,0:48:45,0:48:47,SPEAKER 1," Oh, oh.  Oh. "
345,0:48:48,0:48:48,SPEAKER 3," Well, the M. "
346,0:48:49,0:48:50,SPEAKER 2," H and you know,  he's got a blue box of Tiffany and the blue box itself means something and Coca-Cola bottle met something in the 1920s.  I think there was a study of that kind of."
347,0:49:01,0:49:02,SPEAKER 1, Sure.
348,0:49:02,0:49:10,SPEAKER 3, Bottle and blindfolded very high percentage of the population could recognize it was Coca-Cola one thing and recognize not only the.
349,0:49:10,0:49:12,SPEAKER 2, The product was a container.
350,0:49:13,0:49:17,BUFFETT," You know, you're going to have good growth margins and if you're just another "
351,0:49:17,0:49:30,SPEAKER 2," Coca-Cola and there've been hundreds of them and even if you have distribution to something like Walmart who has Sam's Coca-Cola,  it just doesn't. "
352,0:49:30,0:49:31,SPEAKER 3, It's not the same.
353,0:49:31,0:49:32,SPEAKER 2," I mean, here I am.   You know,  and 1886 or so John Pemberton in Atlanta.  Crater didn't they they spent very significant amount of money advertising on the other hand."
354,0:49:46,0:49:47,SPEAKER 5, Hershey's didn't spend any money on it.  And then it was just a little bit more of an advertising.
355,0:49:48,0:49:54,SPEAKER 2," So.  We have observed Charlie and I both have observed so many products,  so many methods of retail and we really think.  We know quite a bit about it and we also know how much we don't know about it.  It's the same time and it doesn't mean that we want to go into retailing ourselves,  but it does mean we've learned to some extent what to avoid.  And we've learned when somebody really has some of the other things that we've learned.  And I think that's something.  Granum was had something.  It's just that there's only many. "
356,0:50:22,0:50:22,SPEAKER 1," You know,  Walmart does a great job of distribution for us and it's a good product for Walmart."
357,0:50:29,0:50:30,BUFFETT, It's a good product for us.
358,0:50:31,0:50:31,SPEAKER 2, And.
359,0:50:32,0:50:33,SPEAKER 1, On through the loom.
360,0:50:34,0:50:41,SPEAKER 3," They can sell lots of types of underwear and they can do a big volume,  but we're not going to make as much money.  We'll also believe to capital employed or anything with a product that that has a whole bunch of competitors and if the kid wants to go around and will be amazon or something.  It's not it's not the sort of product that causes people to drive 20 miles out of their way to buy it or anything of the sort.  But if you're in the Walmart and you're picking up a jam is or something for the kid and and.  Here she wants.   A particular product.  And  it's not it's reasonably priced and everything and and wears well."
361,0:51:20,0:51:27,SPEAKER 2," You know, we will.  We're happy to have a distributed through somebody with a distribution power of Walmart and their design. "
362,0:51:28,0:51:29,SPEAKER 3, They're very happy to have the product.
363,0:51:30,0:51:33,BUFFETT, Unbalance is obviously better.
364,0:51:34,0:51:40,SPEAKER 2," If you own sees candy than if you own the no name candy company.  You know, particularly when the. "
365,0:51:41,0:51:43,SPEAKER 3, People buy it as gifts a couple times a year.
366,0:51:44,0:51:44,SPEAKER 1," I mean, they. "
367,0:51:44,0:51:46,SPEAKER 3, Know that if they give.
368,0:51:46,0:51:47,SPEAKER 2, If they give.
369,0:51:47,0:51:59,SPEAKER 3, Their girlfriend if they give someone in the hospital if they give a gift to.  Christmas or going to a dinner.  They know what they hand the box of candy to somebody.
370,0:51:59,0:52:01,SPEAKER 2, They don't say at the same time here.
371,0:52:01,0:52:10,SPEAKER 3," I got a wonderful deal on this candy.  I mean, it kills the moment, right?  But they really want to see a smile on the other person's face that they're receiving it and they get it. "
372,0:52:11,0:52:14,SPEAKER 1, So.  Knowing what.
373,0:52:15,0:52:20,SPEAKER 3, Custom and.  See box chocolate.  They are not  remotely the market that soft drinks are.
374,0:52:23,0:52:25,SPEAKER 1, And.
375,0:52:26,0:52:28,BUFFETT, The product.  Does not travel particularly.
376,0:52:29,0:52:30,SPEAKER 2, Hersey's chocolate and travel.
377,0:52:31,0:52:31,SPEAKER 1," I mean,  if you look at candy bars.  What's popular in the UK isn't that popular in the US and all kinds of things."
378,0:52:37,0:52:39,BUFFETT, Cola travels.
379,0:52:40,0:52:46,SPEAKER 2, There's 200 countries and roughly and probably 180 of them.  It's the number of products and.
380,0:52:48,0:52:48,SPEAKER 1, How do you do it?
381,0:52:49,0:52:49,SPEAKER 2," Well,  helps if you started in 1886 and go from that point forward.  So we've learned a lot. "
382,0:52:57,0:52:58,SPEAKER 5, We got a lot to learn.
383,0:52:59,0:53:00,SPEAKER 1, But.  We did learn.
384,0:53:01,0:53:03,SPEAKER 2, Something like or animals.
385,0:53:03,0:53:07,SPEAKER 1," We understood.  When it came around,  nobody ever heard of it.  We bought.  We're. "
386,0:53:08,0:53:09,SPEAKER 3, Very low price.
387,0:53:09,0:53:10,SPEAKER 1, Turned out in.
388,0:53:11,0:53:18,SPEAKER 2," Twenty years ago and still nobody knows.  We own it.  That's fine, but they know what corannimals are. "
389,0:53:18,0:53:18,SPEAKER 3, And.  And it has legs.
390,0:53:21,0:53:21,SPEAKER 2, It keeps.
391,0:53:22,0:53:24,BUFFETT, It just keeps going year after year and some.
392,0:53:24,0:53:28,SPEAKER 2, Some things are like pet rocks and.  And we're running all the time.
393,0:53:30,0:53:30,SPEAKER 1, Trying.
394,0:53:32,0:53:33,SPEAKER 2, I  have nothing bad.  I'll.
395,0:53:37,0:53:40,SPEAKER 3, You probably never want to go round.
396,0:53:40,0:53:40,SPEAKER 2," No,  I never."
397,0:53:41,0:53:44,BUFFETT, I don't even wear them.
398,0:53:45,0:53:44,SPEAKER 1, It wasn't.
0,0:00:00,0:00:02,BUFFETT," Okay, Becky. "
1,0:00:03,0:00:29,SPEAKER 1," This question comes from Barry Laffer in New York City.  Berkshire owns about 94 million shares of Paramount Global as of the last published data.  This asset rich company is disappointed on recent quarterly earnings reports in just this week,  slashed its dividend by 80%.  How do you see the streaming wars evolving and do you still have conviction in your investment thesis?  Is your investment thesis based on the company being an acquisition target or  based on its fundamentals? "
2,0:00:30,0:00:30,BUFFETT," Yeah,  and how would you like to manage my money for nothing?"
3,0:00:34,0:00:45,SPEAKER 3, We are not in the business of giving stock advice to people and people who don't know what anybody stocks can make a lot of money doing that.
4,0:00:45,0:00:48,BUFFETT, We don't think it's something we should give away.
5,0:00:50,0:01:11,SPEAKER 3," But I will say it's not good news when any company passes a dividend or cuts a dividend dramatically.  And the streaming businesses,  extremely interesting to watch because there's people love to use their eyeballs watching being entertained on a screen in front of them or a phone or whatever it may be. "
6,0:01:11,0:01:20,SPEAKER 4, But there's a lot of companies doing it and you need fewer companies or you need higher prices.
7,0:01:20,0:01:22,SPEAKER 3," Well, you need higher prices.  It doesn't work.  And you don't lock in people when you get them to join up for the dividend.  The streaming period when your cereal runs, you keep them on for a while."
8,0:01:33,0:01:34,BUFFETT," But you can lock them up.  And we'll see what happens.  I mean,  I had a gasoline station.  When it was 21 or 22,  when there's about three or four miles from here. And we had one competitor. And he determined our profit because we lived in his price every day.  If we cut the price,  he'd match it. And we couldn't raise the price. And he did twice the gallon."
9,0:02:06,0:02:07,SPEAKER 6, So he won.  And there's just basic business problems that you see with certain interest.  You don't see what the other Disney was unique. And it's animated what it offered in the 30s and 40s. And they wrote the stuff off. And the first showing. And then they.
10,0:02:28,0:02:34,SPEAKER 8, They rejuvenated Snow White and all these other people every seven years.  And that was fine.
11,0:02:36,0:02:38,SPEAKER 6, But this is a different world.  And the eyeballs aren't going to increase dramatically. And the time they can spend it's not going to increase dramatically. And you got to buy.
12,0:02:47,0:02:59,BUFFETT, Which is companies that don't want to quit.  And who knows what pricing does under that.  But anybody tells you what they know what pricing will do in the future.  As is getting themselves.
13,0:02:59,0:03:00,SPEAKER 6, Charlie.
14,0:03:01,0:03:03,SPEAKER 8, Charlie's had a lot of experience since not with Hollywood.
15,0:03:03,0:03:05,SPEAKER 3," I mean, he used to before I even met him. "
16,0:03:07,0:03:10,SPEAKER 4, I think the movie business is one tough business.
17,0:03:10,0:03:10,SPEAKER 6, Yeah.
18,0:03:10,0:03:11,SPEAKER 4, That's my view.
19,0:03:11,0:03:12,BUFFETT, The talent will make the money.
20,0:03:13,0:03:24,SPEAKER 3," The agents will make the money.  And if you've got a theater,  you know, the theaters are now doing 70% of the business that they did before  the pandemic and big hits.   You know, you have enormous grosses,  but you can't reduce the supply.  People have only got so many so many hours in the day, they've only got two eyeballs and they got more choice than ever before. And they've got such a cheaper that offers them the same experience and some of them like experience.  You know, particularly the big hits of going But  it isn't like you can double the number of people or double the eyeballs or anything like that.  And and you're getting some sort of the you've got a lot of people the talent will always get paid and when you essentially are packaging  the talent one way or another and you need to get higher prices and you've got a lot of strong  companies that don't want to quit.  That's an interesting an interesting equation."
21,0:04:15,0:04:27,SPEAKER 4," Hey, if you think the movies are tough,  try to invest in a New York show on a conventional  POPWETLife 3 Full Conference launched in 2008 this year financial stage there they think it's a breach of faith in business to let the performance of the money ever get new money. "
22,0:04:27,0:04:27,SPEAKER 1, Yeah.  Yeah.  Well Charlie saw a lot of that actually.  I don't like those businesses.  Tell them what happened on clear path.  Chile.
23,0:04:27,0:05:11,SPEAKER 3," Now it's a business said everybody's tempted to the Ryney login Good  afternoon.  My name is Hannah Hayes and I'm a high schooler from Iowa.  You said earlier  today that transitioning to renewable energy has the people and capital to support it.  So with enough investment in renewables,  the development of energy storage technology to soon meet Iowa's energy needs and support from the government to system through inflation reduction act funding,  why hasn't Berkshire Hathaway energy truly invested in the future by accelerating retirement plans?  For the coal plants which have high operating costs and are currently Iowa's biggest carbon polluter and will continue to be until they're finally retired in 2049,  which is too late to be curbing emissions according to the IPCC."
24,0:06:07,0:06:24,SPEAKER 8," It's very interesting.  In Iowa,  we have actually produced more wind energy than is used.  The total amount of energy used by our customers,  but it's not produced about 24 hours a day necessarily.  So there's problems. And incidentally in Iowa,  significantly we're not going to be able to get any of those. And incidentally in Iowa, a significant majority of counties welcome us when we come around and want to put in wind and some don't want it."
25,0:06:43,0:06:46,SPEAKER 3," I mean, it is a,  there's not my backyard someplace."
26,0:06:50,0:06:54,BUFFETT, There's other places where they love the money they get from small  poly grounds and people that like the taxes are paid.
27,0:06:58,0:07:04,SPEAKER 3," But I would say that if there's one state in the union that stands out in the development,  it's Iowa.  But what's also interesting in Iowa is that we have one other major company. "
28,0:07:14,0:07:19,SPEAKER 8, There's always loads of little co-ops and all kinds of things that sell electricity.
29,0:07:22,0:07:23,BUFFETT,"But we have one major competitor. And our prices are significantly lower. And as a matter of fact,  we are now in the Omaha Public Power District and three miles or four miles away,  we're selling electricity in Iowa.  And we are selling it cheaper even though public power was invented in Nebraska and has been a, I think it's"
30,0:07:48,0:07:51,SPEAKER 3," Georgia Norris did it back in the 1930s.  And  it's Nebraska's resisted to some extent,  wind power more than Iowa."
31,0:08:03,0:08:03,SPEAKER 4," But  like I said, our competitor or all of the other sources hasn't really pursued it the way we have."
32,0:08:10,0:08:18,BUFFETT," But I would say that our record in wind and solar has not been  topped by any utility in the United States. And of course, it's been aided by the fact that most utilities pay out 70 or 80% of earnings and dividends. And we haven't taken a common dividend out of,  we haven't taken a common dividend out of, you know, for 20 years, we reinvested, I don't know how many billion that's the reason why the earnings have gone from 200 million to 4 billion.  But we're not earning. "
33,0:08:48,0:08:53,SPEAKER 3, We're earning a higher rate of return on capital than we were when we started.  We just put way more capital into the businesses.
34,0:08:54,0:08:55,BUFFETT, We went along and kept reinvesting the capital.
35,0:08:56,0:08:59,SPEAKER 4, So I wish Greg were to tell you more details about it.
36,0:09:00,0:09:01,BUFFETT," But,  but, but,  I would say that we'd put up, we'd really put a Berkshire Hathaway Energy's record against any utility in the United States.  Charlie, you've watched it."
37,0:09:15,0:09:43,SPEAKER 4," Well, I have and I'm  not personally at  all sure how bad the global warming is going to be.  I think I don't think anybody knows for sure whether the  seeds are going to rise two inches or 20 feet.  And so I think there's a lot of false claims here in the world where much is not known. "
38,0:09:43,0:09:46,SPEAKER 3," Yeah, we,  Wyoming,  there is a lot of wind in Wyoming and we are building transmission line to extend out through the West.  But it was World War II and they told us to do it.  And somebody who we had a czar and in Washington could say, you know, just get it done.  Like I said to Henry Kaiser on building ships, you know, you can't believe it.  You can't believe how far ahead we would be down from where we are. "
39,0:10:16,0:10:18,BUFFETT, But we've got some money.
40,0:10:19,0:10:36,SPEAKER 3," We've got the know how and we do spend about this year,  our depreciation in our utility company is on the order of $4 billion.  And we spend maybe $3 billion additional left. "
41,0:10:36,0:10:44,BUFFETT," So maybe we spend $7 billion.  And, and  there are very few companies in the.  And the utility industry that are spending,  you know, that percentage of their depreciated.  But we'd love to be spending more. "
42,0:10:50,0:10:51,SPEAKER 3, But there are people.
43,0:10:52,0:10:58,BUFFETT, There are people all over the.  Don't want.  And I want the pipeline to go through there.
44,0:10:58,0:11:00,SPEAKER 3," They don't want to the whatever it may be.  And that is the problem of a democracy.  And even as I mentioned within I will you've got a great many counties that majority,  great majority of the counties."
45,0:11:12,0:11:12,SPEAKER 4, I think.
46,0:11:12,0:11:17,BUFFETT," So welcome the wind power and you've got some counties that don't like it.  And we're obviously going to work with the ones that want to work with us.  We do not have the ability to go in and tell anybody what to do on that.  And there's a public utility commission in every state.  That basically governs what we earn on it, what we do. And that's the way the industry is developed. And that's not bad. And unless you get into things that.  That in effect.  Extend their part of a country wide system rather than a statewide system."
47,0:11:52,0:12:12,SPEAKER 4, I think also that even if we weren't worried about global warming.  It would make sense to shift to renewables to conserve our hydrocarbons.  There's certain things hydrocarbons can do.  Nothing else can do.  And there are only so much of them there.  Why not be cautious?
48,0:12:12,0:12:12,SPEAKER 1, And.
49,0:12:12,0:12:12,BUFFETT, The good.  And the and the cause.
50,0:12:15,0:12:17,SPEAKER 3, They've got so much more efficient to them.
51,0:12:17,0:12:18,BUFFETT," I mean, the the winds. "
52,0:12:18,0:12:24,SPEAKER 3," I mean, if you look at what we're doing now,  those towers are way more efficient and. "
53,0:12:24,0:12:26,SPEAKER 4, But there's a lot of.
54,0:12:26,0:12:29,SPEAKER 3, A lot of people that are talking.
55,0:12:30,0:12:32,SPEAKER 6, That.
56,0:12:33,0:12:37,SPEAKER 3, There are my things that can't be done and then there's.  There's a.
57,0:12:38,0:12:39,SPEAKER 4, There's a lot of nonsense in this field.
58,0:12:40,0:12:40,SPEAKER 1, Yeah.
59,0:12:40,0:12:42,SPEAKER 4," You know, if you like nonsense,  this is.  The field for you. "
60,0:12:43,0:12:46,SPEAKER 3," Well, we're, but we're in the field. "
61,0:12:46,0:12:47,BUFFETT, I know.
62,0:12:48,0:12:48,SPEAKER 9, I know.
63,0:12:48,0:12:50,BUFFETT," Okay, Becky. "
64,0:12:51,0:13:15,SPEAKER 1," This is a question from Monroe Richardson.  The Wall Street Journal reported in March that oil producers are producing less oil and may have reached their peak in the Permian Basin.  Given the major positions of both.  Occidental petroleum and Chevron in the Permian.  Would you please explain the rationale for Berkshire significant holdings of both those companies considering that future?  Well, there's no question. "
65,0:13:15,0:13:19,BUFFETT, It's really interesting about oil.  Charlie knows way more about oil.  I don't know what when did you.
66,0:13:19,0:13:25,SPEAKER 8," Buy that royalty and.  Her bakers field or wherever it is.  But that was before I met you, right? "
67,0:13:25,0:13:32,SPEAKER 4," Yes, no, it wasn't before it was, but it was.  Yes, it was.  It's just before.  Right.  Yeah. "
68,0:13:32,0:13:32,SPEAKER 1, And.
69,0:13:33,0:13:37,SPEAKER 4," That got him early still pay me $70,000 a year. "
70,0:13:38,0:13:40,BUFFETT," Would you pay for the $1,000? "
71,0:13:41,0:13:42,SPEAKER 1, Yeah.  Yeah.  Yeah.
72,0:13:43,0:13:44,SPEAKER 3, Now that's the opposite of the Permian.
73,0:13:45,0:13:47,BUFFETT, My dad.
74,0:13:48,0:13:56,SPEAKER 3," Bought $1,000 or $1,500 with the Royal lease.  Before he died in 1964,  he left it on my mother."
75,0:13:57,0:13:58,SPEAKER 4, My mother left him.
76,0:14:00,0:14:21,SPEAKER 3," Her two daughters and my older sister died and my younger sister's here today and she gets these.  It's every month and she knows about all these different fields and what they're producing and.  That's.  That's the reality of half of the oil production or something around that.  In the United States and then the other half.   Is shale and.  And you know, if you've gone to the movies and ever watched oil.  You've never watched the things that are pumping."
77,0:14:32,0:14:33,SPEAKER 9," I'm always well,  he said, California."
78,0:14:36,0:14:36,SPEAKER 3, You see these.
79,0:14:37,0:14:39,BUFFETT, You see these gushers of oil.
80,0:14:39,0:14:39,SPEAKER 1," Well,  in the Permian."
81,0:14:41,0:14:42,SPEAKER 4, I'm with.
82,0:14:42,0:14:45,SPEAKER 8, This should sink in on you.  And the first day.
83,0:14:45,0:14:47,SPEAKER 3, The first day when you  bring in a well.
84,0:14:49,0:14:50,SPEAKER 1," You  know, it may be."
85,0:14:51,0:14:54,SPEAKER 4," The 12,000 barrels and maybe 15,000 barrels.  And it's even it's dangerous."
86,0:14:58,0:14:58,SPEAKER 1, That.
87,0:14:59,0:15:02,BUFFETT, Occidental had one come into.  I think in 19
88,0:15:02,0:15:03,SPEAKER 3,",000 barrels or something. "
89,0:15:03,0:15:04,BUFFETT, I got one day.
90,0:15:05,0:15:05,SPEAKER 1, And.
91,0:15:06,0:15:07,SPEAKER 5, In a year.
92,0:15:07,0:15:08,SPEAKER 8, Year and a half.
93,0:15:09,0:15:11,SPEAKER 6, It becomes.  Rightly nothing.
94,0:15:12,0:15:14,SPEAKER 8, It's just it's a different business.
95,0:15:15,0:15:17,BUFFETT, In effect.  And the United States.
96,0:15:17,0:15:18,SPEAKER 8, It's interesting.
97,0:15:18,0:15:19,SPEAKER 1, We use.
98,0:15:19,0:15:20,SPEAKER 6, What are we use.
99,0:15:21,0:15:22,BUFFETT, Maybe 11 or a fraction.
100,0:15:23,0:15:28,SPEAKER 3, What we produce 11 fraction million barrels of oil equivalent a day.
101,0:15:29,0:15:29,SPEAKER 4, But.
102,0:15:30,0:15:34,SPEAKER 3," If sales stopped, I mean, it would drop to 6 million very fast. "
103,0:15:35,0:15:35,SPEAKER 1, Well.
104,0:15:35,0:15:38,SPEAKER 3, Just imagine taking 5 million barrels a day out of the production.
105,0:15:39,0:15:41,BUFFETT, In the world.
106,0:15:42,0:15:42,SPEAKER 8, And.  And then we're also taking down our strategic.
107,0:15:47,0:15:47,BUFFETT, Petroleum Reserve.
108,0:15:51,0:15:52,SPEAKER 3, You don't have to drill.
109,0:15:53,0:15:54,SPEAKER 5, It's just that we've got to.  And it was supposed to be strategic.
110,0:15:56,0:15:59,BUFFETT, But but it gets involved in politics.  And so.
111,0:16:02,0:16:04,SPEAKER 3," There's all.  When you're a business,  you don't have different kinds of businesses, basically."
112,0:16:07,0:16:08,SPEAKER 1, And.  And.  We like.
113,0:16:09,0:16:12,BUFFETT, Occidental's position in the.  Permian.
114,0:16:12,0:16:12,SPEAKER 4, We.
115,0:16:13,0:16:14,BUFFETT, We wouldn't like.
116,0:16:15,0:16:16,SPEAKER 3, That position.
117,0:16:16,0:16:16,SPEAKER 1," Well,  it got to minus one day."
118,0:16:19,0:16:19,SPEAKER 4, It got to minus.
119,0:16:20,0:16:20,SPEAKER 3, Thirty dollars.
120,0:16:20,0:16:20,SPEAKER 1, A.
121,0:16:21,0:16:21,SPEAKER 6, Bear.
122,0:16:21,0:16:22,BUFFETT," What was crazy, of course. "
123,0:16:22,0:16:22,SPEAKER 4, But.
124,0:16:23,0:16:24,SPEAKER 5, But if oil sells.
125,0:16:24,0:16:25,BUFFETT, At X.  And we do very well.  And it was also half of X.  Your costs are the same.  And it doesn't change the production.  And it doesn't work as well.
126,0:16:35,0:16:37,SPEAKER 3, But it also brings down the oil production.
127,0:16:37,0:16:39,BUFFETT, Of the United States very fast.
128,0:16:39,0:16:39,SPEAKER 3, So.
129,0:16:40,0:16:42,BUFFETT, We don't know what oil prices will be.
130,0:16:42,0:16:44,SPEAKER 8, But we do very much.
131,0:16:45,0:16:45,SPEAKER 4, Like.
132,0:16:46,0:16:46,SPEAKER 9, The.
133,0:16:46,0:16:48,BUFFETT," Occidental position they have.  And that's why we finance them.  Few years ago, and it looks like it was a terrible mistake.  When the oil market just totally collapsed.  And then it changed around."
134,0:16:59,0:16:59,SPEAKER 1, And.
135,0:17:00,0:17:04,SPEAKER 3," We bought a lot of the common stock.  In the last few months, they've reduced. "
136,0:17:05,0:17:08,BUFFETT," Our preferred,  which we don't like. "
137,0:17:09,0:17:09,SPEAKER 3, Obviously.
138,0:17:09,0:17:12,BUFFETT, We'd be disappointed in them.
139,0:17:12,0:17:13,SPEAKER 8, If they didn't reduce it.
140,0:17:14,0:17:16,SPEAKER 3, It's intelligent from their standpoint.
141,0:17:16,0:17:16,SPEAKER 9, So we've taken.
142,0:17:17,0:17:18,SPEAKER 8, Of the $10 billion preferred.
143,0:17:18,0:17:18,BUFFETT, We've gotten.  And before. 500.  Million dollars of it.  Retired at 100.
144,0:17:23,0:17:23,SPEAKER 3, Number.
145,0:17:23,0:17:23,BUFFETT, Sent apart.
146,0:17:24,0:17:24,SPEAKER 6, But.
147,0:17:26,0:17:27,BUFFETT, Vicki.
148,0:17:27,0:17:30,SPEAKER 3, Hollab.  Is a.
149,0:17:31,0:17:34,BUFFETT, She's an extraordinary.  Manager.
150,0:17:34,0:17:35,SPEAKER 6, Of.
151,0:17:35,0:17:35,BUFFETT, Occidental.
152,0:17:36,0:17:48,SPEAKER 3, Her first job was with city service.  That was the first stock I bought in 1942.  She knows.  What happens beneath the service.
153,0:17:48,0:17:50,SPEAKER 8, I know the.
154,0:17:50,0:17:51,BUFFETT, I know the.
155,0:17:53,0:17:53,SPEAKER 6, Math of it.
156,0:17:54,0:17:54,SPEAKER 9, But.
157,0:17:55,0:17:55,BUFFETT, I wouldn't know.
158,0:17:56,0:17:58,SPEAKER 3, I wouldn't have a famous idea what to do if I was in an oil field.
159,0:17:58,0:18:04,BUFFETT," I mean, I don't.  I can dig to defeat down.  I can't.  In my backyard.  And I can.  That's my. "
160,0:18:05,0:18:07,SPEAKER 3, That's my understanding of subsoil.
161,0:18:08,0:18:09,SPEAKER 1, In the world.
162,0:18:09,0:18:09,SPEAKER 5, I can't  picture the field that Charlie.
163,0:18:12,0:18:13,BUFFETT, Has been collecting that monthly.
164,0:18:14,0:18:15,SPEAKER 6, Check from.
165,0:18:16,0:18:16,SPEAKER 4, From.
166,0:18:17,0:18:17,SPEAKER 1, Fifty.
167,0:18:18,0:18:19,SPEAKER 8, Plus year sixty.
168,0:18:20,0:18:20,SPEAKER 1, Uh.
169,0:18:21,0:18:29,SPEAKER 3, Or my sister.  Getting at various fields where they just keep pumping and pumping and pumping in.
170,0:18:29,0:18:33,SPEAKER 1, And.  Uh.  We.
171,0:18:33,0:18:35,SPEAKER 4, In the United States.
172,0:18:36,0:18:38,BUFFETT, Or lucky to have the ability to produce.
173,0:18:39,0:18:39,SPEAKER 1, Uh.
174,0:18:39,0:18:41,BUFFETT, The kind of oil we've got from.
175,0:18:42,0:18:43,SPEAKER 3," Jail, but it is not. "
176,0:18:44,0:18:45,BUFFETT, A long term.
177,0:18:46,0:18:47,SPEAKER 3, Source.
178,0:18:48,0:18:48,SPEAKER 1, Uh.
179,0:18:49,0:18:55,BUFFETT, Like you might think by.  Watching movies about.  The sort.
